year,country_name,hdi_category,indicator_name,reference,values
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.9
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.6
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,4.7
,Congo,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.2
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.5
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.2
,Nepal,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.7
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.5
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,2.4
,Haiti,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,4.1
,Sudan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.5
,Kenya,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,2.7
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.0
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,2.7
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.5
,Togo,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.1
,Yemen,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,2.3
,Uganda,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,2.5
,Gambia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.7
,Senegal,,Population aged 65 and older(% of total) 2005,,4.2
,Eritrea,,Population aged 65 and older(% of total) 2005,,2.3
,Nigeria,,Population aged 65 and older(% of total) 2005,,2.9
,Tanzania (United Republic of),,Population aged 65 and older(% of total) 2005,,3.0
,Guinea,,Population aged 65 and older(% of total) 2005,,3.1
,Rwanda,,Population aged 65 and older(% of total) 2005,,2.5
,Angola,,Population aged 65 and older(% of total) 2005,,2.4
,Benin,,Population aged 65 and older(% of total) 2005,,2.7
,Malawi,,Population aged 65 and older(% of total) 2005,,3.0
,Zambia,,Population aged 65 and older(% of total) 2005,,2.9
,Iceland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.2
,Norway,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,17.0
,Australia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,16.1
,Canada,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,16.1
,Ireland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,12.4
,Sweden,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,20.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.7
,Japan,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,26.2
,Netherlands,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.0
,France,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.5
,Finland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,20.1
,United States,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.1
,Spain,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.3
,Denmark,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.8
,Austria,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.6
,United Kingdom,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.1
,Belgium,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,19.0
,Luxembourg,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.6
,New Zealand,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.7
,Italy,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,22.1
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.5
,Germany,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,20.9
,Israel,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,11.5
,Greece,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,19.9
,Singapore,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.5
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.3
,Slovenia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.2
,Cyprus,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.2
,Portugal,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.5
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.3
,Barbados,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,11.6
,Czech Republic,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.1
,Malta,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,17.7
,Qatar,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,2.1
,Hungary,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,17.3
,Poland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,15.5
,Argentina,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,11.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,1.6
,Chile,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,10.5
,Bahrain,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.2
,Slovakia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.8
,Lithuania,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,16.8
,Estonia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,17.3
,Latvia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,17.7
,Uruguay,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.4
,Croatia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,18.7
,Costa Rica,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.4
,Bahamas,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,8.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,..
,Cuba,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.3
,Mexico,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.5
,Bulgaria,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,19.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,..
,Tonga,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.8
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.9
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,..
,Oman,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.6
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,8.2
,Romania,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,15.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,Panama,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.5
,Malaysia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.8
,Belarus,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.7
,Mauritius,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,8.3
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,16.3
,Russian Federation,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.1
,Albania,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,10.6
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,13.0
,Brazil,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.7
,Dominica,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.3
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.5
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.6
,Colombia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.8
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,15.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,10.2
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.7
,Belize,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.6
,China,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,d,9.6
,Grenada,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.0
,Armenia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,11.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.5
,Suriname,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.3
,Jordan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.9
,Peru,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.7
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.5
,Philippines,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.7
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.7
,Fiji,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.0
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.0
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.9
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.8
,Georgia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,14.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,8.2
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.8
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,9.3
,Maldives,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.9
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,7.9
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.5
,Algeria,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.8
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.0
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.6
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.6
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.4
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.8
,Moldova,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,11.8
,Egypt,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.6
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.4
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.3
,Honduras,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.6
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.1
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.2
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.7
,Gabon,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.8
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.8
,South Africa,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.5
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.5
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.5
,Botswana,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.8
,Namibia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.0
,Morocco,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.9
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.9
,India,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.0
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,6.3
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,5.4
,Comoros,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.1
,Ghana,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.6
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.7
,Congo,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.3
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.8
,Nepal,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.2
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.6
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,2.7
,Haiti,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.6
,Sudan,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.1
,Kenya,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,2.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.7
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.0
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.7
,Togo,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,3.3
,Yemen,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,2.5
,Uganda,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,2.3
,Gambia,MEDIUM HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2015b,,4.5
,Senegal,,Population aged 65 and older(% of total) 2015b,,4.4
,Eritrea,,Population aged 65 and older(% of total) 2015b,,2.5
,Nigeria,,Population aged 65 and older(% of total) 2015b,,3.0
,Tanzania (United Republic of),,Population aged 65 and older(% of total) 2015b,,3.2
,Guinea,,Population aged 65 and older(% of total) 2015b,,3.4
,Rwanda,,Population aged 65 and older(% of total) 2015b,,2.2
,Angola,,Population aged 65 and older(% of total) 2015b,,2.4
,Benin,,Population aged 65 and older(% of total) 2015b,,2.9
,Malawi,,Population aged 65 and older(% of total) 2015b,,3.1
,Zambia,,Population aged 65 and older(% of total) 2015b,,3.0
,Iceland,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.8
,Norway,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Australia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.5
,Canada,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Ireland,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.8
,Sweden,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,1.9
,Switzerland,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,1.8
,Japan,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.1
,Netherlands,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.1
,France,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,Finland,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,1.6
,United States,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Spain,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.9
,Denmark,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Austria,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,United Kingdom,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Belgium,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Luxembourg,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,1.7
,New Zealand,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.8
,Italy,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.9
,Germany,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,1.6
,Israel,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.8
,Greece,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,Singapore,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.6
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.3
,Slovenia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Cyprus,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.5
,Portugal,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.7
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.4
,Barbados,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.7
,Czech Republic,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,6.9
,Malta,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.1
,Qatar,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,6.8
,Hungary,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.1
,Poland,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,Argentina,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,6.4
,Chile,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.6
,Bahrain,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.9
,Slovakia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.5
,Lithuania,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,Estonia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Latvia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Uruguay,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.0
,Croatia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Costa Rica,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.3
,Bahamas,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.4
,Seychelles,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,..
,Cuba,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.6
,Mexico,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,6.5
,Bulgaria,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,..
,Tonga,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.5
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,7.6
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,..
,Oman,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,7.2
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.5
,Romania,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.6
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,7.3
,Panama,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.9
,Malaysia,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.2
,Belarus,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.3
,Mauritius,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.2
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.6
,Russian Federation,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.0
,Albania,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.7
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.0
,Brazil,HIGH HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.7
,Dominica,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.7
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.5
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.9
,Colombia,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.0
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,2.2
,Samoa,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.7
,Thailand,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.0
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.7
,Belize,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,6.3
,China,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,d,4.9
,Grenada,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,4.6
,Armenia,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,3.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.3
,Suriname,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,5.3
,Jordan,MEDIUM HUMAN DEVELOPMENT,Total fertility rate (births per woman)1970-75c,,7.8
